numero;nome_urna;estado_uf;partido;federacao;cargo;situacao
43433;PROFESSOR MARCOS;DF;PV;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13123;PROFESSOR GARIBEL;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13100;CHICO VIGILANTE;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13061;THELMA MELLO;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13130;MEG GUIMARAES;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
27123;JOÃO RODRIGUES;DF;DC;Nenhuma;Deputado Distrital;Deferido
28280;KARINE MOREIRA;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
28917;DOUTOR GUSTAVO RAMIRO;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
30987;CLEBINHO TEAM;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30300;DR. GIULIANNO ;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30830;PAULA TELES;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
290;IVO BRITO;DF;PCO;Nenhuma;1º Suplente;Deferido
180;MANO LIMA;DF;PSOL;Federação PSOL REDE;2º Suplente;Deferido
133;SAULO DIAS;DF;PT;Federação Brasil da Esperança - FE BRASIL;2º Suplente;Deferido
15;IBANEIS ROCHA;DF;MDB;Nenhuma;Governador;Deferido
456;YARA PRADO;DF;PSDB;Federação PSDB Cidadania;Senador;Indeferido
2200;ARRUDA;DF;PL;Nenhuma;Deputado Federal;Indeferido
4444;RODRIGO TOTTI;DF;UNIÃO;Nenhuma;Deputado Federal;Indeferido
29029;PERCI MARRARA;DF;PCO;Nenhuma;Deputado Distrital;Indeferido
9077;MICHELY MUNDY ;DF;PROS;Nenhuma;Deputado Federal;Indeferido
12330;SAMUEL DE OLIVEIRA;DF;PDT;Nenhuma;Deputado Distrital;Indeferido
90022;HENRIQUE RESENDE;DF;PROS;Nenhuma;Deputado Distrital;Indeferido
36061;DJ JAMAIKA;DF;AGIR;Nenhuma;Deputado Distrital;Indeferido
11061;MUCIO EUSTAQUIO;DF;PP;Nenhuma;Deputado Distrital;Indeferido
161;ELCIMARA;DF;PSTU;Nenhuma;Senador;Deferido
290;EXPEDITO  MENDONÇA;DF;PCO;Nenhuma;Senador;Deferido
222;FLÁVIA ARRUDA;DF;PL;Nenhuma;Senador;Deferido
1110;SAMANTHA MEYER;DF;PP;Nenhuma;Deputado Federal;Deferido
1122;RONALDO FONSECA;DF;PP;Nenhuma;Deputado Federal;Deferido
3001;NEY FERREIRA;DF;NOVO;Nenhuma;Deputado Federal;Deferido
2228;MARCO AURÉLIO PIANTELLA;DF;PL;Nenhuma;Deputado Federal;Deferido
2225;FRAGA;DF;PL;Nenhuma;Deputado Federal;Deferido
2223;ANGÉLICA KATE MARRONE;DF;PL;Nenhuma;Deputado Federal;Deferido
2822;KOE KENDY;DF;PRTB;Nenhuma;Deputado Federal;Deferido
4022;MARCOS WESLEY;DF;PSB;Nenhuma;Deputado Federal;Deferido
4044;ESTEVÃO LOPES;DF;PSB;Nenhuma;Deputado Federal;Deferido
6599;FLAUZINO ANTUNES;DF;PC do B;Federação Brasil da Esperança - FE BRASIL;Deputado Federal;Deferido
3322;TÁCIO ROGÉRIO DOS ANIMAIS;DF;PMN;Nenhuma;Deputado Federal;Deferido
1921;ADALBERTO MONTEIRO;DF;PODE;Nenhuma;Deputado Federal;Deferido
1973;VAL RADIALISTA;DF;PODE;Nenhuma;Deputado Federal;Deferido
1010;JULIO CESAR;DF;REPUBLICANOS;Nenhuma;Deputado Federal;Deferido
2999;IERI BRAGA;DF;PCO;Nenhuma;Deputado Federal;Deferido
5566;PEDRO OLIVEIRA;DF;PSD;Nenhuma;Deputado Federal;Deferido
2727;OSCAR SILVA;DF;DC;Nenhuma;Deputado Federal;Deferido
1440;PASTORA NOEME;DF;PTB;Nenhuma;Deputado Federal;Deferido
1400;DIEGO ARRUDA;DF;PTB;Nenhuma;Deputado Federal;Deferido
7010;PAULINHO SÁ  CANTOR CATÓLICO;DF;AVANTE;Nenhuma;Deputado Federal;Deferido
1200;MARLENE DO POVÃO;DF;PDT;Nenhuma;Deputado Federal;Deferido
3600;RAFAEL LOBO;DF;AGIR;Nenhuma;Deputado Federal;Deferido
33001;FORLAND;DF;PMN;Nenhuma;Deputado Distrital;Deferido
12148;KIM;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12000;JOVITA ROSA;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12456;PROFESSOR JEAN MOURÃO;DF;PDT;Nenhuma;Deputado Distrital;Deferido
12020;LUCIA LUCIMAR;DF;PDT;Nenhuma;Deputado Distrital;Deferido
90145;ALESSIO AUTO RACK;DF;PROS;Nenhuma;Deputado Distrital;Deferido
90902;PROFESSOR AMILTON GOMES;DF;PROS;Nenhuma;Deputado Distrital;Deferido
35353;BRUNO NOVAIS;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35123;WELBER DA LIZIRENE CELULAR;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35140;ADRIANA GLÓRIA;DF;PMB;Nenhuma;Deputado Distrital;Deferido
35111;NILTON SANTOS RESSOCIALIZAÇÃO;DF;PMB;Nenhuma;Deputado Distrital;Deferido
44000;EDUARDO PEDROSA;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
44190;SOUSA JÚNIOR;DF;UNIÃO;Nenhuma;Deputado Distrital;Deferido
51051;PROFESSORA MARIA ANTÔNIA;DF;PATRIOTA;Nenhuma;Deputado Distrital;Deferido
45777;DORA GOMES;DF;PSDB;Federação PSDB Cidadania;Deputado Distrital;Deferido
23111;MARIANA DE PAULA;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Deferido
70200;THAY EVANGELISTA;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70122;EDUARDO MENDES REI DOS FARÓIS;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70000;BIRA NOGUEIRA;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70700;JUNIOR CAPÃO COMPRIDO;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
70777;EDIMAR PIRENEUS;DF;AVANTE;Nenhuma;Deputado Distrital;Deferido
10223;SARGENTO PAULO;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10300;REINALDO ARAÚJO;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10222;TODI MORENO;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
10555;PROF MITER;DF;REPUBLICANOS;Nenhuma;Deputado Distrital;Deferido
22021;FÁTIMA PASSOS;DF;PL;Nenhuma;Deputado Distrital;Deferido
22322;THIAGO MANZONI;DF;PL;Nenhuma;Deputado Distrital;Deferido
40004;ERIC SEBA;DF;PSB;Nenhuma;Deputado Distrital;Deferido
40033;GLAYCE HELENA;DF;PSB;Nenhuma;Deputado Distrital;Deferido
20777;MARIA DA ADIRPP;DF;PSC;Nenhuma;Deputado Distrital;Deferido
20190;SUBTENENTE GERALDO ALVES;DF;PSC;Nenhuma;Deputado Distrital;Deferido
36036;PROFESSOR ORLANDO JÚNIOR;DF;AGIR;Nenhuma;Deputado Distrital;Deferido
14023;KALANGO CORREDOR;DF;PTB;Nenhuma;Deputado Distrital;Deferido
14407;MARCOS PATRIOTA;DF;PTB;Nenhuma;Deputado Distrital;Deferido
55010;FERNANDO CHEREGATHY;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55283;JUSSARA FAVIERO;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55550;JAQUELINE BERNARDO;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55055;ANDREIA SALLES;DF;PSD;Nenhuma;Deputado Distrital;Deferido
55000;ROBÉRIO NEGREIROS;DF;PSD;Nenhuma;Deputado Distrital;Deferido
15777;TELMA RUFINO;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15015;CRISTIANO ARAÚJO;DF;MDB;Nenhuma;Deputado Distrital;Deferido
15215;CORONEL SANTANA;DF;MDB;Nenhuma;Deputado Distrital;Deferido
77555;MARCIO GUIMARÃES;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
77577;NETO TÔ CONTIGO;DF;SOLIDARIEDADE;Nenhuma;Deputado Distrital;Deferido
50013;DERSON MAIIA;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
18777;DJ AFRIKA;DF;REDE;Federação PSOL REDE;Deputado Distrital;Deferido
50400;FLAVÃO CERRATENSE;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
50005;RITA ANDRADE;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
50999;MANDATA FEMINISTA BEM VIVER BE;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
50123;FÁBIO FELIX;DF;PSOL;Federação PSOL REDE;Deputado Distrital;Deferido
19456;PROFESSOR RICARDO DANTAS;DF;PODE;Nenhuma;Deputado Distrital;Deferido
19001;PETRUS SANCHEZ;DF;PODE;Nenhuma;Deputado Distrital;Deferido
11234;VALDELINO BARCELOS;DF;PP;Nenhuma;Deputado Distrital;Deferido
11001;GISELE MONTENEGRO;DF;PP;Nenhuma;Deputado Distrital;Deferido
65123;COLETIVO COMUNS E PROF. ELIAS ;DF;PC do B;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
13007;FABIANO TROMPETISTA;DF;PT;Federação Brasil da Esperança - FE BRASIL;Deputado Distrital;Deferido
27190;SGT GUIMARÃES;DF;DC;Nenhuma;Deputado Distrital;Deferido
28777;AMILTON SILVA;DF;PRTB;Nenhuma;Deputado Distrital;Deferido
30123;VALDIRENE SOUTO ;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30111;INDIRA COUTO;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30500;IZA DO NOVO;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
30444;MÔNICA ALVARES;DF;NOVO;Nenhuma;Deputado Distrital;Deferido
180;MUTÁ SANCHEZ;DF;PSOL;Federação PSOL REDE;1º Suplente;Deferido
142;SIDNEY PESSÔA;DF;PTB;Nenhuma;1º Suplente;Deferido
100;MANOEL ARRUDA;DF;UNIÃO;Nenhuma;1º Suplente;Deferido
142;PROFESSOR RACHID;DF;PTB;Nenhuma;2º Suplente;Deferido
12;GUILHERME CAMPELO;DF;PDT;Nenhuma;Vice-Governador;Deferido
11911;PROFESSOR DARLEY;DF;PP;Nenhuma;Deputado Distrital;Indeferido
23123;CLAUDECI LUART;DF;CIDADANIA;Federação PSDB Cidadania;Deputado Distrital;Indeferido
